Day,Time,Teacher,Location,Payment Method,Class Type,Status,Web,Payment Ref #,,
08/08/2018,Wednesday,4:15 PM,Andy,BYL London Bridge,A7 HYS Conversion 365/Annual Upfront PEAK,BYL Hot Power Flow,Signed in,No,371928,
07/08/2018,Tuesday,4:30 PM,Beth,BYL Canary Wharf,A7 HYS Conversion 365/Annual Upfront PEAK,BYL Express,Signed in,No,371928,
06/08/2018,Monday,5:15 PM,Beth,BYL Canary Wharf,A7 HYS Conversion 365/Annual Upfront PEAK,Hot Jivamukti,Signed in,No,371928,
02/08/2018,Thursday,6:00 PM,Lizzie,BYL Canary Wharf,A7 HYS Conversion 365/Annual Upfront PEAK,Bikram Music Beats,Signed in,No,371928,
01/08/2018,Wednesday,7:15 PM,Andy,BYL Canary Wharf,A7 HYS Conversion 365/Annual Upfront PEAK,BYL Hot Power Flow,Signed in,No,371928,
31/07/2018,Tuesday,4:30 PM,Beth,BYL Canary Wharf,A7 HYS Conversion 365/Annual Upfront PEAK,BYL Express,Signed in,No,371928,
29/07/2018,Sunday,4:00 PM,Karolina,BYL Canary Wharf,A7 HYS Conversion 365/Annual Upfront PEAK,Hot Jivamukti,Signed in,No,371928,
28/07/2018,Saturday,8:15 AM,Sharon,BYL Canary Wharf,A7 HYS Conversion 365/Annual Upfront PEAK,Inferno Pilates,Signed in,No,371928,
24/07/2018,Tuesday,4:30 PM,Kirsty,BYL Canary Wharf,A7 HYS Conversion 365/Annual Upfront PEAK,BYL Express,Signed in,No,371928,
23/07/2018,Monday,5:15 PM,Elizabeth,BYL Canary Wharf,A7 HYS Conversion 365/Annual Upfront PEAK,Hot Jivamukti,Signed in,No,371928,
21/07/2018,Saturday,8:15 AM,Sharon,BYL Canary Wharf,A7 HYS Conversion 365/Annual Upfront PEAK,Inferno Pilates,Signed in,No,371928,
18/07/2018,Wednesday,4:15 PM,Lizzie,BYL London Bridge,A7 HYS Conversion 365/Annual Upfront PEAK,BYL Hot Power Flow,Signed in,No,371928,
17/07/2018,Tuesday,4:30 PM,Beth,BYL Canary Wharf,A7 HYS Conversion 365/Annual Upfront PEAK,BYL Express,Signed in,No,371928,
16/07/2018,Monday,5:15 PM,Beth,BYL Canary Wharf,A7 HYS Conversion 365/Annual Upfront PEAK,Hot Jivamukti,Signed in,No,371928,
14/07/2018,Saturday,8:15 AM,Sharon,BYL Canary Wharf,A7 HYS Conversion 365/Annual Upfront PEAK,Inferno Pilates,Signed in,No,371928,
12/07/2018,Thursday,6:00 PM,Lizzie,BYL Canary Wharf,A7 HYS Conversion 365/Annual Upfront PEAK,Bikram Music Beats,Signed in,No,371928,
11/07/2018,Wednesday,4:15 PM,Lizzie,BYL London Bridge,A7 HYS Conversion 365/Annual Upfront PEAK,BYL Hot Power Flow,Signed in,No,371928,
10/07/2018,Tuesday,4:30 PM,Hassan,BYL London Bridge,A7 HYS Conversion 365/Annual Upfront PEAK,BYL Express (60),Signed in,No,371928,
09/07/2018,Monday,5:15 PM,Beth,BYL Canary Wharf,A7 HYS Conversion 365/Annual Upfront PEAK,Hot Jivamukti,Signed in,No,371928,
07/07/2018,Saturday,8:15 AM,Sharon,BYL Canary Wharf,A7 HYS Conversion 365/Annual Upfront PEAK,Inferno Pilates,Signed in,No,371928,
05/07/2018,Thursday,6:00 PM,Lizzie,BYL Canary Wharf,A7 HYS Conversion 365/Annual Upfront PEAK,Bikram Music Beats,Signed in,No,371928,
04/07/2018,Wednesday,5:15 PM,Samantha,BYL Canary Wharf,A7 HYS Conversion 365/Annual Upfront PEAK,Bikram Yoga,Signed in,No,371928,
02/07/2018,Monday,5:15 PM,Beth,BYL Canary Wharf,A7 HYS Conversion 365/Annual Upfront PEAK,Hot Jivamukti,Signed in,No,371928,
30/06/2018,Saturday,8:15 AM,Justine,BYL Canary Wharf,A7 HYS Conversion 365/Annual Upfront PEAK,Inferno Pilates,Signed in,No,371928,
28/06/2018,Thursday,4:30 PM,Beth,BYL Canary Wharf,A7 HYS Conversion 365/Annual Upfront PEAK,Dynamic Vinyasa Flow (60),Signed in,No,371928,
27/06/2018,Wednesday,5:15 PM,Samantha,BYL Canary Wharf,A7 HYS Conversion 365/Annual Upfront PEAK,Bikram Yoga,Signed in,No,371928,
26/06/2018,Tuesday,4:30 PM,Beth,BYL Canary Wharf,A7 HYS Conversion 365/Annual Upfront PEAK,BYL Express,Signed in,No,371928,
25/06/2018,Monday,5:15 PM,Beth,BYL Canary Wharf,A7 HYS Conversion 365/Annual Upfront PEAK,Hot Jivamukti,Signed in,No,371928,
23/06/2018,Saturday,8:30 AM,Fiona,BYL London Bridge,A7 HYS Conversion 365/Annual Upfront PEAK,Inferno Pilates,Signed in,No,371928,
23/06/2018,Saturday,10:00 AM,Lizzie,BYL London Bridge,A7 HYS Conversion 365/Annual Upfront PEAK,Yin Yang Yoga,Signed in,No,371928,
21/06/2018,Thursday,6:00 PM,Adrian,BYL Canary Wharf,A7 HYS Conversion 365/Annual Upfront PEAK,Bikram Music Beats,Signed in,No,371928,
19/06/2018,Tuesday,4:30 PM,Beth,BYL Canary Wharf,A7 HYS Conversion 365/Annual Upfront PEAK,BYL Express,Signed in,No,371928,
18/06/2018,Monday,5:15 PM,Beth,BYL Canary Wharf,A7 HYS Conversion 365/Annual Upfront PEAK,Hot Jivamukti,Signed in,No,371928,
16/06/2018,Saturday,4:00 PM,Esak,BYL Canary Wharf,Workshop & Masterclass w/ESAK GARCIA £55,Masterclass w/ESAK GARCIA,Signed in,No,431724,
16/06/2018,Saturday,12:00 PM,Esak,BYL Canary Wharf,Workshop & Masterclass w/ESAK GARCIA £55,Workshop & Masterclass w/ESAK GARCIA,Signed in,No,431724,
14/06/2018,Thursday,6:00 PM,Lizzie,BYL Canary Wharf,A7 HYS Conversion 365/Annual Upfront PEAK,Bikram Music Beats,Signed in,No,371928,
13/06/2018,Wednesday,5:15 PM,Samantha,BYL Canary Wharf,A7 HYS Conversion 365/Annual Upfront PEAK,Bikram Yoga,Signed in,No,371928,
11/06/2018,Monday,5:15 PM,Beth,BYL Canary Wharf,A7 HYS Conversion 365/Annual Upfront PEAK,Hot Jivamukti,Signed in,No,371928,
09/06/2018,Saturday,8:15 AM,Justine,BYL Canary Wharf,A7 HYS Conversion 365/Annual Upfront PEAK,Inferno Pilates,Signed in,No,371928,
07/06/2018,Thursday,6:00 PM,Lizzie,BYL Canary Wharf,A7 HYS Conversion 365/Annual Upfront PEAK,Bikram Music Beats,Signed in,No,371928,
06/06/2018,Wednesday,5:15 PM,Marta (Germany),BYL Canary Wharf,A7 HYS Conversion 365/Annual Upfront PEAK,Bikram Yoga,Signed in,No,371928,
05/06/2018,Tuesday,6:00 PM,Almania,BYL Canary Wharf,A7 HYS Conversion 365/Annual Upfront PEAK,Bikram Yoga,Signed in,No,371928,
04/06/2018,Monday,5:15 PM,Beth,BYL Canary Wharf,A7 HYS Conversion 365/Annual Upfront PEAK,Hot Jivamukti,Signed in,No,371928,
23/05/2018,Wednesday,5:15 PM,Marta (Germany),BYL Canary Wharf,A7 HYS Conversion 365/Annual Upfront PEAK,Bikram Yoga,Signed in,No,371928,
22/05/2018,Tuesday,6:00 PM,Almania,BYL Canary Wharf,A7 HYS Conversion 365/Annual Upfront PEAK,Bikram Yoga,Signed in,No,371928,
21/05/2018,Monday,5:15 PM,Beth,BYL Canary Wharf,A7 HYS Conversion 365/Annual Upfront PEAK,Hot Jivamukti,Signed in,No,371928,
19/05/2018,Saturday,8:15 AM,Justine,BYL Canary Wharf,A7 HYS Conversion 365/Annual Upfront PEAK,Inferno Pilates,Signed in,No,371928,
17/05/2018,Thursday,6:00 PM,Kirsty,BYL Canary Wharf,A7 HYS Conversion 365/Annual Upfront PEAK,Bikram Music Beats,Signed in,No,371928,
16/05/2018,Wednesday,7:15 PM,Andy,BYL Canary Wharf,A7 HYS Conversion 365/Annual Upfront PEAK,BYL Hot Power Flow,Absent,No,371928,
16/05/2018,Wednesday,5:15 PM,Samantha,BYL Canary Wharf,A7 HYS Conversion 365/Annual Upfront PEAK,Bikram Yoga,Signed in,No,371928,
14/05/2018,Monday,5:15 PM,Elizabeth,BYL Canary Wharf,A7 HYS Conversion 365/Annual Upfront PEAK,Hot Jivamukti,Signed in,No,371928,
12/05/2018,Saturday,8:15 AM,Justine,BYL Canary Wharf,A7 HYS Conversion 365/Annual Upfront PEAK,Inferno Pilates,Signed in,No,371928,
10/05/2018,Thursday,6:00 PM,Hassan,BYL Canary Wharf,A7 HYS Conversion 365/Annual Upfront PEAK,Bikram Music Beats,Signed in,No,371928,
08/05/2018,Tuesday,6:00 PM,Almania,BYL Canary Wharf,A7 HYS Conversion 365/Annual Upfront PEAK,Bikram Yoga,Signed in,No,371928,
02/05/2018,Wednesday,5:15 PM,Samantha,BYL Canary Wharf,A7 HYS Conversion 365/Annual Upfront PEAK,Bikram Yoga,Signed in,No,371928,
29/04/2018,Sunday,2:00 PM,Ky,BYL London Bridge,A7 HYS Conversion 365/Annual Upfront PEAK,"Intermediate Bikram (No Intro clients, no beginners)",Signed in,No,371928,
28/04/2018,Saturday,8:15 AM,Justine,BYL Canary Wharf,A7 HYS Conversion 365/Annual Upfront PEAK,Inferno Pilates,Signed in,No,371928,
26/04/2018,Thursday,6:00 PM,Kirsty,BYL Canary Wharf,A7 HYS Conversion 365/Annual Upfront PEAK,Bikram Music Beats,Signed in,No,371928,
26/04/2018,Thursday,4:30 PM,Andy,BYL Canary Wharf,A7 HYS Conversion 365/Annual Upfront PEAK,Dynamic Vinyasa Flow (60),Signed in,No,371928,
21/04/2018,Saturday,10:00 AM,Justine,BYL Canary Wharf,A7 HYS Conversion 365/Annual Upfront PEAK,Bikram Yoga,Signed in,No,371928,
21/04/2018,Saturday,8:15 AM,Justine,BYL Canary Wharf,A7 HYS Conversion 365/Annual Upfront PEAK,Inferno Pilates,Signed in,No,371928,
14/04/2018,Saturday,8:15 AM,Justine,BYL Canary Wharf,A7 HYS Conversion 365/Annual Upfront PEAK,Inferno Pilates,Signed in,No,371928,
11/04/2018,Wednesday,5:15 PM,Samantha,BYL Canary Wharf,A7 HYS Conversion 365/Annual Upfront PEAK,Bikram Yoga,Signed in,No,371928,
09/04/2018,Monday,5:15 PM,Beth,BYL Canary Wharf,A7 HYS Conversion 365/Annual Upfront PEAK,Hot Jivamukti,Signed in,No,371928,
07/04/2018,Saturday,8:15 AM,Justine,BYL Canary Wharf,A7 HYS Conversion 365/Annual Upfront PEAK,Inferno Pilates,Signed in,No,371928,
05/04/2018,Thursday,6:00 PM,Hassan,BYL Canary Wharf,A7 HYS Conversion 365/Annual Upfront PEAK,Bikram Music Beats,Signed in,No,371928,
04/04/2018,Wednesday,5:15 PM,Samantha,BYL Canary Wharf,A7 HYS Conversion 365/Annual Upfront PEAK,Bikram Yoga,Signed in,No,371928,
02/04/2018,Monday,10:00 AM,Lottie,BYL Canary Wharf,A7 HYS Conversion 365/Annual Upfront PEAK,Bikram Yoga,Signed in,No,371928,
24/03/2018,Saturday,8:15 AM,Justine,BYL Canary Wharf,A7 HYS Conversion 365/Annual Upfront PEAK,Inferno Pilates,Signed in,No,371928,
20/03/2018,Tuesday,6:00 PM,Almania,BYL Canary Wharf,A7 HYS Conversion 365/Annual Upfront PEAK,Bikram Yoga,Signed in,No,371928,
19/03/2018,Monday,5:30 PM,Bridgett Ane,BYL London Bridge,A7 HYS Conversion 365/Annual Upfront PEAK,BYL Express (60),Signed in,No,371928,
15/03/2018,Thursday,6:00 PM,Lizzie,BYL Canary Wharf,A7 HYS Conversion 365/Annual Upfront PEAK,Bikram Music Beats,Signed in,No,371928,
14/03/2018,Wednesday,5:15 PM,Samantha,BYL Canary Wharf,A7 HYS Conversion 365/Annual Upfront PEAK,Bikram Yoga,Signed in,No,371928,
13/03/2018,Tuesday,6:00 PM,Almania,BYL Canary Wharf,A7 HYS Conversion 365/Annual Upfront PEAK,Bikram Yoga,Signed in,No,371928,
12/03/2018,Monday,5:30 PM,Bridgett Ane,BYL London Bridge,A7 HYS Conversion 365/Annual Upfront PEAK,BYL Express (60),Signed in,No,371928,
09/03/2018,Friday,5:00 PM,Marta (Germany),BYL London Bridge,A7 HYS Conversion 365/Annual Upfront PEAK,Bikram Yoga,Signed in,No,371928,
07/03/2018,Wednesday,5:30 PM,Naomi,BYL London Bridge,A7 HYS Conversion 365/Annual Upfront PEAK,BYL Express (60),Signed in,No,371928,
01/03/2018,Thursday,5:00 PM,Almania,BYL London Bridge,A7 HYS Conversion 365/Annual Upfront PEAK,Bikram Yoga,Signed in,No,371928,
26/02/2018,Monday,5:30 PM,Bridgett Ane,BYL London Bridge,A7 HYS Conversion 365/Annual Upfront PEAK,BYL Express (60),Signed in,No,371928,
23/02/2018,Friday,5:00 PM,Marta (Germany),BYL London Bridge,A7 HYS Conversion 365/Annual Upfront PEAK,Bikram Yoga,Signed in,No,371928,
21/02/2018,Wednesday,5:30 PM,Naomi,BYL London Bridge,A7 HYS Conversion 365/Annual Upfront PEAK,BYL Express (60),Signed in,No,371928,
20/02/2018,Tuesday,6:00 PM,Conny,BYL London Bridge,A7 HYS Conversion 365/Annual Upfront PEAK,Bikram Yoga,Signed in,No,371928,
19/02/2018,Monday,5:30 PM,Bridgett Ane,BYL London Bridge,A7 HYS Conversion 365/Annual Upfront PEAK,BYL Express (60),Signed in,No,371928,
16/02/2018,Friday,5:00 PM,Marta (Germany),BYL London Bridge,A7 HYS Conversion 365/Annual Upfront PEAK,Bikram Yoga,Signed in,No,371928,
14/02/2018,Wednesday,5:30 PM,Naomi Clark,London Bridge 365 Consecutive Day Pass,Bikram Yoga SHORT (60 mins),,Signed in,Yes,100787588,
12/02/2018,Monday,5:30 PM,Bridgett Ane Goddard,London Bridge 365 Consecutive Day Pass,Bikram Yoga SHORT (60 mins),,Signed in,No,100787588,
09/02/2018,Friday,5:00 PM,Marta Gruszka,London Bridge 365 Consecutive Day Pass,Bikram Yoga (90 min class),,Signed in,Yes,100787588,
07/02/2018,Wednesday,5:30 PM,Naomi Clark,London Bridge 365 Consecutive Day Pass,Bikram Yoga SHORT (60 mins),,Signed in,Yes,100787588,
07/02/2018,Wednesday,4:15 PM,Andy Black-Slim,London Bridge 365 Consecutive Day Pass,Hot Power Flow (60 mins),,Signed in,Yes,100787588,
05/02/2018,Monday,5:30 PM,Bridgett Ane Goddard,London Bridge 365 Consecutive Day Pass,Bikram Yoga SHORT (60 mins),,Signed in,Yes,100787588,
02/02/2018,Friday,5:00 PM,Marylou McDonnell,London Bridge 365 Consecutive Day Pass,Bikram Yoga (90 min class),,Signed in,Yes,100787588,
31/01/2018,Wednesday,5:30 PM,Naomi Clark,London Bridge 365 Consecutive Day Pass,Bikram Yoga SHORT (60 mins),,Signed in,Yes,100787588,
30/01/2018,Tuesday,6:00 PM,Conny Chitnis,London Bridge 365 Consecutive Day Pass,Bikram Yoga (90 min class),,Late Cancel,Yes,100787588,
29/01/2018,Monday,5:30 PM,Lizzie Pumer,London Bridge 365 Consecutive Day Pass,Bikram Yoga SHORT (60 mins),,Signed in,Yes,100787588,
26/01/2018,Friday,5:00 PM,Marylou McDonnell,London Bridge 365 Consecutive Day Pass,Bikram Yoga (90 min class),,Signed in,Yes,100787588,
24/01/2018,Wednesday,5:30 PM,Naomi Clark,London Bridge 365 Consecutive Day Pass,Bikram Yoga SHORT (60 mins),,Signed in,Yes,100787588,
24/01/2018,Wednesday,4:15 PM,Andy Black-Slim,London Bridge 365 Consecutive Day Pass,Hot Power Flow (60 mins),,Signed in,Yes,100787588,
22/01/2018,Monday,5:30 PM,Bridgett Ane Goddard,London Bridge 365 Consecutive Day Pass,Bikram Yoga SHORT (60 mins),,Signed in,Yes,100787588,
17/01/2018,Wednesday,5:30 PM,Naomi Clark,London Bridge 365 Consecutive Day Pass,Bikram Yoga SHORT (60 mins),,Signed in,Yes,100787588,
16/01/2018,Tuesday,6:00 PM,Lucy Hill,London Bridge 365 Consecutive Day Pass,Bikram Yoga (90 min class),,Signed in,Yes,100787588,
15/01/2018,Monday,5:30 PM,Bridgett Ane Goddard,London Bridge 365 Consecutive Day Pass,Bikram Yoga SHORT (60 mins),,Signed in,Yes,100787588,
12/01/2018,Friday,5:00 PM,Marylou McDonnell,London Bridge 365 Consecutive Day Pass,Bikram Yoga (90 min class),,Signed in,Yes,100787588,
10/01/2018,Wednesday,5:30 PM,Naomi Clark,London Bridge 365 Consecutive Day Pass,Bikram Yoga SHORT (60 mins),,Signed in,Yes,100787588,
09/01/2018,Tuesday,6:00 PM,Conny Chitnis,London Bridge 365 Consecutive Day Pass,Bikram Yoga (90 min class),,Signed in,Yes,100787588,
08/01/2018,Monday,5:30 PM,Bridgett Ane Goddard,London Bridge 365 Consecutive Day Pass,Bikram Yoga SHORT (60 mins),,Signed in,Yes,100787588,
05/01/2018,Friday,5:00 PM,Marylou McDonnell,London Bridge 365 Consecutive Day Pass,Bikram Yoga (90 min class),,Signed in,Yes,100787588,
03/01/2018,Wednesday,5:30 PM,Naomi Clark,London Bridge 365 Consecutive Day Pass,Bikram Yoga SHORT (60 mins),,Signed in,Yes,100787588,
02/01/2018,Tuesday,6:00 PM,Conny Chitnis,London Bridge 365 Consecutive Day Pass,Bikram Yoga (90 min class),,Signed in,Yes,100787588,
26/12/2017,Tuesday,10:00 AM,Sangeeta Solanki,London Bridge 365 Consecutive Day Pass,Bikram Yoga (90 min class),,Signed in,Yes,100787588,
22/12/2017,Friday,5:30 PM,Marylou McDonnell,London Bridge 365 Consecutive Day Pass,Bikram Yoga (90 min class),,Signed in,Yes,100787588,
12/12/2017,Tuesday,6:00 PM,Almania Colombo,London Bridge 365 Consecutive Day Pass,Bikram Yoga (90 min class),,Signed in,Yes,100787588,
11/12/2017,Monday,6:30 PM,Bridgett Ane Goddard,London Bridge 365 Consecutive Day Pass,Bikram Yoga (90 min class),,Signed in,Yes,100787588,
08/12/2017,Friday,5:30 PM,Marta Gruszka,London Bridge 365 Consecutive Day Pass,Bikram Yoga (90 min class),,Signed in,Yes,100787588,
06/12/2017,Wednesday,5:30 PM,Naomi Clark,London Bridge 365 Consecutive Day Pass,Bikram Yoga SHORT (60 mins),,Signed in,Yes,100787588,
03/12/2017,Sunday,10:15 AM,Cintra Brown,London Bridge 365 Consecutive Day Pass,Bikram Yoga (90 min class),,Signed in,Yes,100787588,
29/11/2017,Wednesday,5:30 PM,Naomi Clark,London Bridge 365 Consecutive Day Pass,Bikram Yoga SHORT (60 mins),,Signed in,Yes,100787588,
21/11/2017,Tuesday,6:00 PM,Conny Chitnis,London Bridge 365 Consecutive Day Pass,Bikram Yoga (90 min class),,Signed in,Yes,100787588,
20/11/2017,Monday,6:30 PM,Bridgett Ane Goddard,London Bridge 365 Consecutive Day Pass,Bikram Yoga (90 min class),,Signed in,Yes,100787588,
17/11/2017,Friday,5:30 PM,Martin Wieser,London Bridge 365 Consecutive Day Pass,Bikram Yoga (90 min class),,Signed in,Yes,100787588,
14/11/2017,Tuesday,6:00 PM,Conny Chitnis,London Bridge 365 Consecutive Day Pass,Bikram Yoga (90 min class),,Signed in,Yes,100787588,
13/11/2017,Monday,6:30 PM,Bridgett Ane Goddard,London Bridge 365 Consecutive Day Pass,Bikram Yoga (90 min class),,Signed in,Yes,100787588,
10/11/2017,Friday,5:30 PM,Martin Wieser,London Bridge 365 Consecutive Day Pass,Bikram Yoga (90 min class),,Signed in,Yes,100787588,
05/11/2017,Sunday,10:15 AM,Almania Colombo,London Bridge 365 Consecutive Day Pass,Bikram Yoga (90 min class),,Signed in,Yes,100787588,
02/11/2017,Thursday,6:30 PM,Annalisa Tiranti,London Bridge 365 Consecutive Day Pass,Hot Jivamukti (90 mins),,Signed in,Yes,100787588,
31/10/2017,Tuesday,6:00 PM,Hassan Intac,London Bridge 365 Consecutive Day Pass,Bikram Yoga (90 min class),,Signed in,Yes,100787588,
24/10/2017,Tuesday,6:00 PM,Conny Chitnis,London Bridge 365 Consecutive Day Pass,Bikram Yoga (90 min class),,Signed in,Yes,100787588,
23/10/2017,Monday,6:30 PM,Marta Gruszka,London Bridge 365 Consecutive Day Pass,Bikram Yoga (90 min class),,Signed in,Yes,100787588,
16/10/2017,Monday,6:30 PM,Bridgett Ane Goddard,London Bridge 365 Consecutive Day Pass,Bikram Yoga (90 min class),,Signed in,Yes,100787588,
11/10/2017,Wednesday,7:00 PM,Naomi Clark,London Bridge 365 Consecutive Day Pass,Bikram Yoga (90 min class),,Signed in,Yes,100787588,
08/10/2017,Sunday,10:15 AM,Cintra Brown,London Bridge 365 Consecutive Day Pass,Bikram Yoga (90 min class),,Signed in,Yes,100787588,
06/10/2017,Friday,5:30 PM,Adrian Dillon,London Bridge 365 Consecutive Day Pass,Bikram Yoga (90 min class),,Signed in,Yes,100787588,
03/10/2017,Tuesday,6:00 PM,Lottie Ormerod,London Bridge 365 Consecutive Day Pass,Bikram Yoga (90 min class),,Signed in,Yes,100787588,
29/09/2017,Friday,5:30 PM,Adrian Dillon,London Bridge 365 Consecutive Day Pass,Bikram Yoga (90 min class),,Signed in,Yes,100787588,
13/09/2017,Wednesday,10:00 AM,Lottie Ormerod,Free Birthday Class,Bikram Yoga (90 min class),,Signed in,No,100787590,
22/08/2017,Tuesday,9:15 AM,Ky Ha,Intro to London Bridge 20 day pass!,Bikram Yoga SHORT (60 mins),,Signed in,No,100773327,
21/08/2017,Monday,10:00 AM,Ky Ha,Intro to London Bridge 20 day pass!,Bikram Yoga (90 min class),,Signed in,No,100773327,
18/08/2017,Friday,10:30 AM,Michael Eley,Intro to London Bridge 20 day pass!,Bikram Yoga SHORT (60 mins),,Signed in,No,100773327,
17/08/2017,Thursday,11:20 AM,Cintra Brown,Intro to London Bridge 20 day pass!,YOGA NIDRA (30 minutes),,Signed in,No,100773327,
17/08/2017,Thursday,9:45 AM,Cintra Brown,Intro to London Bridge 20 day pass!,Bikram Yoga (90 min class),,Signed in,No,100773327,
16/08/2017,Wednesday,8:30 AM,Ky Ha,Intro to London Bridge 20 day pass!,Bikram Yoga SHORT (60 mins),,Signed in,No,100773327,
15/08/2017,Tuesday,9:15 AM,Michael Eley,Intro to London Bridge 20 day pass!,Bikram Yoga SHORT (60 mins),,Signed in,No,100773327,
14/08/2017,Monday,10:00 AM,Ky Ha,Intro to London Bridge 20 day pass!,Bikram Yoga (90 min class),,Signed in,No,100773327,
10/08/2017,Thursday,9:45 AM,Cintra Brown,Intro to London Bridge 20 day pass!,Bikram Yoga (90 min class),,Signed in,No,100773327,
09/08/2017,Wednesday,10:00 AM,Monde Phahlane,Intro to London Bridge 20 day pass!,Bikram Yoga (90 min class),,Signed in,No,100773327,
07/08/2017,Monday,10:00 AM,Ky Ha,Intro to London Bridge 20 day pass!,Bikram Yoga (90 min class),,Signed in,No,100773327,
21/05/2017,Sunday,8:00 AM,Inna,BYL Canary Wharf,*20 Day Intro Offer £40,Bikram Yoga,Signed in,No,239228,
19/05/2017,Friday,10:00 AM,Fiona,BYL Canary Wharf,*20 Day Intro Offer £40,Bikram Yoga,Signed in,No,239228,
17/05/2017,Wednesday,10:00 AM,Sangeeta,BYL Canary Wharf,*20 Day Intro Offer £40,Bikram Yoga,Signed in,No,239228,
16/05/2017,Tuesday,12:00 PM,Justine,BYL Canary Wharf,*20 Day Intro Offer £40,Bikram Yoga,Signed in,No,239228,
15/05/2017,Monday,10:00 AM,Lottie,BYL Canary Wharf,*20 Day Intro Offer £40,Bikram Yoga,Signed in,No,239228,
11/05/2017,Thursday,12:00 PM,Samantha,BYL Canary Wharf,*20 Day Intro Offer £40,Bikram Yoga,Signed in,No,239228,
10/05/2017,Wednesday,10:00 AM,Sangeeta,BYL Canary Wharf,*20 Day Intro Offer £40,Bikram Yoga,Signed in,No,239228,
09/05/2017,Tuesday,12:00 PM,Justine,BYL Canary Wharf,*20 Day Intro Offer £40,Bikram Yoga,Signed in,No,239228,
08/05/2017,Monday,10:00 AM,Sangeeta,BYL Canary Wharf,*20 Day Intro Offer £40,Bikram Yoga,Signed in,No,239228,
06/05/2017,Saturday,8:00 AM,Justine,BYL Canary Wharf,*20 Day Intro Offer £40,Bikram Yoga,Signed in,No,239228,
04/05/2017,Thursday,12:00 PM,Samantha,BYL Canary Wharf,*20 Day Intro Offer £40,Bikram Yoga,Signed in,No,239228,
03/05/2017,Wednesday,10:00 AM,Sangeeta,BYL Canary Wharf,*20 Day Intro Offer £40,Bikram Yoga,Signed in,No,239228,
02/05/2017,Tuesday,12:00 PM,Hassan,BYL Canary Wharf,*20 Day Intro Offer £40,Bikram Yoga,Signed in,No,239228,
